Евдокимова Мария Васильевна,4407,Новобратцевский,ул,Знаменская
Жеглатый Николай Федорович,4408,Новоподрезково,ул,Золотая
Завалин Игорь Вячеславович,4409,Ногинск,ул,Ибрагимова
Захарчук Василий Владимирович,4410,Обухово,ул,Ивантеевская
Иванов Олег Николаевич,4411,Одинцово,ул,Игральная
Исмаилов Энвер,4412,Ожерелье,пл,Измайловская
Казиев Владимир Иванович,4413,Озеры,ул,Измайловская
Клименко Иван Васильевич,4414,Октябрьский,п,Измайловская Пасека
Корнетова Юлия Владимировна,4415,Опалиха,проезд,Измайловский
Краевой Эдуард Владимирович,4416,Орехово-Зуево,б-р,Измайловский
Лавриненко Василий Леонтиевич,4417,Павловский Посад,пр-кт,Измайловский
Литвин Алексей Григориевич,4418,Первомайский,ул,Измайловский Вал
Майтов Сергей Никитович,4419,Пески,пер,Измайловского Зверинца
Мокрый Владимир Кирьянович,4420,Пироговский,пер,Измайловского Зверинца 1-й
Недзельский Бронислав Францевич,4421,Подольск,ул,Измайловского Зверинца 1-я
Омер Йилмаз Сукру,4422,Полушкино,пер,Измайловского Зверинца 2-й
Павлечко Петр Николаевич,4423,Правдинский,ул,Измайловского Зверинца 2-я
Пилевец Наталья Викторовна,4424,Привокзальный,ш,Измайловское
Полищук Владимир Васильевич,4425,Пролетарский,городок,им Баумана
Потер Юрий Гаврилович,3138841,Протвино,ул,Иркутская
Радченко Марцелина Александровна,4426,Пушкино,проезд,Иртышский 1-й
Рымар Алина Борисовна,4427,Пущино,проезд,Иртышский 2-й
Сазонов Сергей Васильевич,4428,Радовицкий,ул,Камова
Сиденко Евгений Игоревич,4429,Раменское,ул,Камчатская
Слюсар Сергей Борисович,4430,Реутов,ул,Каскадная
Сторожук Николай Андреевич,4431,Решетниково,ул,Кетчерская
Танцюра Сергей Викторович,4432,Родники,ул,Кирпичная
Ткаченко Александр Григорьевич,4433,Рошаль,пер,Кирпичный 1-й
Фернанду Карина Жозеевна,4434,Рублево,пер,Кирпичный 3-й
Хилько Иван Платонович,4435,Руза,пер,Ковылинский
Царенко Иван Александрович,4436,Салтыковка,ул,Колодезная
Чагайна Анатолий Климович,4437,Северный,пер,Колодезный
Шило Юрий Петрович,4438,Сергиев Посад,ул,Константина Федина
Ярмачек Анатолий Николаевич,4439,Серебряные Пруды,ул,Коренная
Андрюхина Анна Андреевна,4440,Серпухов,ул,Короленко
Бадышев Сергей Геннадьевич,4441,Солнечногорск,ул,Косинская
Бондаренко Виктор Григорьевич,4442,Солнцево,ул,Косинская Б.
Васютинский Борис Федорович,4443,Софрино,ул,Красковская
Высоцкий Андрей Николаевич,4444,Старая Купавна,проезд,Красковский 1-й
Гавриленко Степан Васильевич,4445,Старбеево,проезд,Красковский 2-й
Головченко Игорь Владимирович,4446,Ступино,ул,Краснобогатырская
Губчак Петр Васильевич,4447,Сходня,ул,Красносолнечная
Дворжицкий Павел Александрович,4448,Талдом,ул,Красноярская
Добровольский Юрий Дмитриевич,4449,Текстильщик,ул,Красный Казанец
Дубинчук Оксана Витальевна,4450,Темпы,ул,Кузнецовская
Ермилов Александр Федорович,4451,Тишково,проезд,Купавенский Б.
Жорник Виктор Григориевич,4452,Томилино,проезд,Купавенский М.
Заволока Анна Олеговна,4453,Троицк,ул,Курганская
Иваницкий Андрей Андреевич,4454,Туголесский Бор,ул,Кусковская
Кавун Сергей Николаевич,4455,Тучково,туп,Кусковский
Квасенко Ольга Васильевна,4456,Уваровка,просек,Кусковский
Коваленко Андрей Игоревич,4457,Удельная,ул,Лазо
Кононенко Василий Степанович,4458,Успенское,пер,Ланинский
Лактионов Олег Иванович,4459,Фирсановка,ул,Лениногорская
Ломакин Виктор Андреевич,4460,Фосфоритный,ул,Лермонтовская
Макаринская Людмила Владимировна,4461,Фрязино,ул,Лечебная
Марчук Светлана Владимировна,4462,Фряново,ул,Лобачика
Мильковский Владимир Владимирович,4463,Химки,ул,Лосиноостровская
Мотузко Иван Алексеевич,4464,Хорлово,проезд,Лосинский
Назаревич Всеволод Николаевич,4465,Хотьково,проезд,Лукьяновский
Новиков Роман Геннадьевич,4466,Черкизово,ул,Лухмановская
Оболенский Виктор Владимирович,4467,Черноголовка,просек,Лучевой 1-й
Островерх Олег Анатольевич,4468,Черусти,просек,Лучевой 2-й
Павлийчук Виталий Анатольевич,4469,Чехов,просек,Лучевой 3-й
Погарова Ольяна Матвеевна,4470,Шарапово,просек,Лучевой 4-й
Радченко Ольга Анатольевна,4471,Шатура,просек,Лучевой 5-й
Романьков Максим Григорьевич,4472,Шатурторф,просек,Лучевой 6-й
Садовая Марина Владимировна,4473,Шаховская,ул,Лыткаринская
Симоненко Светлана Александровна,4474,Шереметьевский,проезд,Ляминский
Смиян Игорь Витальевич,4475,Щелково,ул,Магнитогорская
Спицкий Анатолий Васильевич,4476,Щербинка,пер,Мажоров
Таиров Тагай Безотчества,4477,Электрогорск,просек,Майский
Тесленко Владимир Васильевич,4478,Электросталь,ул,Маленковская
Узрютова Анна Федоровна,4479,Электроугли,дор,Малое кольцо МЖД 10-й км
Федюрко Иван Григорьевич,4480,Яхрома,дор,Малое кольцо МЖД 13-й км
Хандрига Владимир Петрович,4962,Санкт-Петербург,дор,Малое кольцо МЖД 19-й км
Цибулин Богдан Владимирович,4926,Александровская,дор,Малое кольцо МЖД 20-й км
Чендей Олег Иванович,4927,Бокситогорск,км,Малое кольцо МЖД 8-й
Шаповал Георгий Викторович,4928,Большая Ижора,км,Малое Кольцо Мжд 9-й
Шиленко Сергей Евгеньевич,4929,Будогощь,ул,Мартеновская
Щербак Мария Ивановна,4930,Вознесенье,б-р,Маршала Рокоссовского
Юхно Виктор Макарович,4931,Волосово,ул,Мастеровая
Яковенко Геннадий Александрович,4932,Волхов,ул,Матросская Тишина
Афанасьев Анатолий Иванович,4933,Всеволожск,пер,Матросский Б.
Андреева Мария Емельяновна,4934,Выборг,ул,Медведева
Алексеенко Сергей Васильевич,4935,Вырица,пер,Медовый
Бурьян Андрей Андреевич,4936,Высоцк,ул,Металлургов
Бортун Александр Адамович,4937,Гатчина,дор,МЖД Рязанское 5-й км
Бойцун Николай Васильевич,4938,Дружная Горка,дор,МЖД Рязанское 6-й км
Бех Василий Петрович,4939,Дубровка,дор,МЖД Рязанское 8-й км
Воронина Роза Леонидовна,4940,Ефимовский,км,Мжд Рязанское 9-й
Витер Виктор Васильевич,4941,Зеленогорск,км,Мжд Ярославское 3-й
Вежновец Сергей Анатольевич,4942,Ивангород,пер,Микульский
Гуцелюк Владимир Иванович,4943,Каменногорск,ул,Миллионная
Громов Виктор Константинович,4944,Кикерино,ул,Мироновская
Гордеева Елизавета Васильевна,4945,Кингисепп,проезд,Митьковский
Голубка Петр Петрович,4946,Кириши,ул,Михельсона
Дяденчук Василий Никитович,4947,Кировск,км,МКАД 102-й
Дубовикова Людмила Ивановна,4948,Кобринское,км,МКАД 103-й
Дорохова Ольга Валерьевна,4949,Колпино,км,МКАД 104-й
Дереглазов Вячеслав Владимирович,10500023,Коммунар,км,МКАД 105-й
Ефремов Сергей Викторович,4950,Кронштадт,км,МКАД 106-й
Жидун Алла Яковлевна,4952,Лисий Нос,км,МКАД 109-й
Зощин Владимир Васильевич,4953,Лодейное Поле,км,МКАД 1-й
Захаровская Тамара Михайловна,4954,Ломоносов,км,МКАД 2-й
Ильинов Анатолий Иванович,4955,Луга,км,МКАД 3-й
Иванов Владимир Иванович,4956,Павловск,км,МКАД 4-й
Кущ Сергей Александрович,4957,Парголово,км,МКАД 5-й
Кузин Вадим Александрович,4958,Петродворец,км,МКАД 6-й
Кривошеева Анна Владиславовна,10504604,Пикалёво,км,МКАД 7-й
Коцюрубенко Анатолий Ильич,4959,Подпорожье,км,МКАД 8-й
Лященко Сергей Иванович,4960,Приозерск,ул,Молдагуловой
Лупеха Галина Валентиновна,4961,Пушкин,ул,Молостовых
Листопад Алла Юрьевна,4964,Сестрорецк,ул,Монтажная
Левенец Тарас Тарасович,4965,Сланцы,пр-кт,Московский
Мячин Сергей Владимирович,4966,Сосновый Бор,ул,Музейная 3-я
Молот Татьяна Федоровна,4967,Тихвин,ул,Муромская
Миронинко Василий Васильевич,4968,Тосно,ул,Мясниковская 1-я
Матвеев Александр Геннадиевич,1924532,Шлиссельбург,ул,Мясниковская 2-я
Нерезько Виталий Алексеевич,1998584,Адыгейск,проезд,Напольный
Ошмарин Владимир Иванович,1998542,Майкоп,ул,Наримановская
Осадчук Александр Иванович,3161,Акташ,пр-кт,Народный
Прокуда Геннадий Владимирович,3162,Акутиха,ул,Наташи Качуевской
Полищук Елена Леонтьевна,3163,Алейск,ул,Никитинская
Пигаренко Алексей Евгеньевич,3164,Алтайский,ул,Николая Старостина
Перьков Александр Юрьевич,3165,Баево,ул,Николая Химушина
Рудик Владимир Сергеевич,3166,Барнаул,проезд,Никольско-Архангельский
Ревуцкий Владимир Владимирович,3167,Белово,ул,Новогиреевская
Сыч Василий Владимирович,3168,Белокуриха,ул,Новокосинская
Стригунков Юрий Аркадьевич,3169,Белоярск,ул,Новосибирская
Стельмах Василий Евгеньевич,3170,Бийск,ул,Новотетерки
Сорокин Алексей Геннадиевич,3171,Благовещенск,ш,Новоухтомское
Тютерев Михаил Иванович,3172,Боровлянка,проезд,Новый
Трофименко Леонид Евгениевич,3173,Бурла,ш,Носовихинское
Ткаченко Виталий Викторович,3174,Бурсоль,проезд,Окружной
Тимощенко Сергей Станиславович,3175,Волчиха,проезд,Олений
Улаков Андрей Валентинович,3176,Горно-Алтайск,ул,Олений Вал
Франкович Михаил Миронович,3177,Горняк,пер,Олений М.
Фитисов Павел Михайлович,3178,Ельцовка,ул,Оленья Б.
Фан Йехуа,3179,Залесово,ул,Оленья М.
Хоруженко Надежда Александровна,3180,Заринск,ул,Оранжерейная
Циков Валерий Семенович,3181,Заток,ул,Оренбургская
Чубко Константин Юрьевич,3182,Змеиногорск,ул,Остроумовская Б.
Черногал Александра Елисеевна,3183,Камень-на-Оби,ул,Остроумовская М.
Черепюк Василий Анатольевич,3184,Ключи,ш,Открытое
Шутов Сергей Владимирович,3185,Кош-Агач,ул,Охотничья
Шкарапут Елена Андреевна,3186,Красногорское,пер,Палочный
Шек Фрида Александровна,3187,Краснощеково,ул,Парковая 10-я
Швыдко Николай Викторович,3188,Кулунда,ул,Парковая 11-я
Щуренко Игорь Александрович,3189,Кытманово,ул,Парковая 12-я
Юхименко Антонина Владимировна,3190,Мамонтово,ул,Парковая 13-я
Ячницкая Таисия Николаевна,3191,Новичиха,ул,Парковая 14-я
АГИШЕВА АННА ЮРЬЕВНА,3192,Новоалтайск,ул,Парковая 15-я
БАРАНЕНКО АНАТОЛИЙ ТРОФИМОВИЧ,3193,Онгудай,ул,Парковая 16-я
БЕЗНОС НАДЕЖДА ЛОГВИНОВНА,3194,Павловск,ул,Парковая 1-я
БИЛЕЦ ВАСИЛИЙ ВАСИЛЬЕВИЧ,3195,Петропавловское,ул,Парковая 2-я
БОГИНИЧ ВАЛЕНТИНА АНАТОЛЬЕВНА,3196,Поспелиха,ул,Парковая 3-я
ВАРДОВСКИЙ АЛЕКСАНДР ВЛАДИМИРОВИЧ,3197,Ребриха,ул,Парковая 4-я
ВЛАСЮК АНАТОЛИЙ КИРИЛОВИЧ,3198,Родино,ул,Парковая 5-я
ГАВРИЛКО ВИКТОР СЕМЕНОВИЧ,3199,Рубцовск,ул,Парковая 6-я
ГЛАДКИЙ ЮРИЙ ИВАНОВИЧ,3200,Славгород,ул,Парковая 7-я
ГОРОДЕЦКИЙ РУСЛАН ВЛАДИМИРОВИЧ,3201,Смоленское,ул,Парковая 8-я
ГРИГОРЬЕВА ЮЛИЯ БОРИСОВНА,3202,Солонешное,ул,Парковая 9-я
ДАНИЛЬЧЕНКО ВЯЧЕСЛАВ ГРИГОРЬЕВИЧ,3203,Солтон,аллея,Первомайская
ДИДЕНКО ВЕРА ПЕТРОВНА,3204,Староаллейское,ул,Первомайская
ДРЮЦКИЙ ВЛАДИМИР НИКОЛАЕВИЧ,3205,Табуны,ул,Первомайская Верхн.
ЕВСТИФЕЕВ ВЛАДИМИР СТАНИСЛАВОВИЧ,3206,Тальменка,ул,Первомайская Нижн.
БИЦ НАТАЛИЯ ПЕТРОВНА,3207,Топчиха,ул,Первомайская Ср.
ЖУРАВЕЛЬ ВИКТОР ВАСИЛЬЕВИЧ,3208,Троицкое,проезд,Первомайский
ЗАБОЛОТНЫЙ ВАСИЛИЙ ВЛАДИМИРОВИЧ,3209,Турочак,ул,Пермская
ЗУБКО РОМАН ИВАНОВИЧ,3210,Тюменцево,проезд,Перова Поля 1-й
ИВАНОВА ВАЛЕНТИНА АЛЕКСЕЕВНА,3211,Угловское,проезд,Перова Поля 2-й
КАВЕРЗИН ВАСИЛИЙ АЛЕКСАНДРОВИЧ,3212,Усть-Калманка,проезд,Перова Поля 3-й
КАЧУРЫНЕЦ АНАТОЛИЙ СЕМЕНОВИЧ,3213,Усть-Кан,проезд,Перова Поля 4-й
КОВАЛЬ ВАЛЕРИЙ НИКОЛАЕВИЧ,3214,Усть-Кокса,ул,Перовская
КОЗЛЕНКО МАРИНА НИКОЛАЕВНА,3215,Усть-Улаган,аллея,Песочная
ЛАГОДА РОМАН АЛЕКСАНДРОВИЧ,3216,Усть-Чарышская Пристань,пер,Песочный
КУЗНЕЦОВ АНДРЕЙ ВИКТОРОВИЧ,3217,Хабары,ул,Пехорская
ЛЯПЧУК ИННА ВЛАДИМИРОВНА,3218,Целинное,ул,Плеханова
МАЗАН АЛЕКСАНДР ВЛАДИМИРОВИЧ,3219,Чарышское,ул,Плющева
МАМЕЦ АЛЕКСАНДР АНДРЕЕВИЧ,3220,Шебалино,проезд,Погонный
МАРТЫНЮК ДМИТРИЙ ЮРЬЕВИЧ,3221,Шелаболиха,проезд,Подбельского 1-й
МЕЛЬНИЧУК ВЛАДИМИР ВАСИЛЬЕВИЧ,3222,Шипуново,проезд,Подбельского 3-й
НАЙДЕНОВА ЕКАТЕРИНА СЕРГЕЕВНА,3224,Айгунь,проезд,Подбельского 4-й
НЕСТИЧУК ВАЛЕРИЙ НИКОЛАЕВИЧ,3225,Архара,проезд,Подбельского 5-й
ОЛЕЙНИКОВА ЛЮБОВЬ ИГНАТЬЕВНА,3226,Белогорск,проезд,Подбельского 6-й
ПАЛЮЛИН АЛЕКСАНДР ВИКТОРОВИЧ,3227,Благовещенск (Амурская обл.),проезд,Подбельского 7-й
ПЕШКОВА ВАЛЕНТИНА ТИМОФЕЕВНА,3228,Бурея,пер,Полевой 1-й
ПОЛИНКАШ ВАСИЛИЙ МИХАЙЛОВИЧ,3229,Возжаевка,пер,Полевой 2-й
ПОТАНИН ВАСИЛИЙ АНАТОЛЬЕВИЧ,3230,Екатеринославка,пер,Полевой 4-й
РЕЗНИКОВА ЛЮДМИЛА ГЕННАДЬЕВНА,3231,Ерофей Павлович,ул,Полимерная
РУДАК ВИКТОР ИВАНОВИЧ,3232,Завитинск,просек,Поперечный
САВИН ИГОРЬ АЛЕКСЕЕВИЧ,3233,Зея,проезд,Попов
СЕРГЕЕВ ГЕННАДИЙ ЕВГЕНЬЕВИЧ,3234,Златоустовск,ул,Поселковая
СИМОНЕНКО РАИСА ИВАНОВНА,3235,Ивановка,ул,Потешная
СОКОЛОВ ВИКТОР ЯКОВЛЕВИЧ,3236,Коболдо,ул,Преображенская
ТАРАСЕВИЧ ВАСИЛИЙ ВЛАДИМИРОВИЧ,3237,Магдагачи,наб,Преображенская
ТЕРЕЩЕНКО СЕРГЕЙ АЛЕКСАНДРОВИЧ,3238,Новобурейский,пл,Преображенская
ТОМАШЕВСКИЙ НИКОЛАЙ ГРИГОРЬЕВИЧ,3239,Поярково,ул,Преображенский Вал
УКРАИНЕЦ ОРЕСТ ЕВГЕНЬЕВИЧ,3240,Райчихинск,ул,Прогонная 1-я
ФЕДУЛОВ АЛЕКСАНДР ГЕОРГИЕВИЧ,3241,Ромны,ул,Прогонная 2-я
ХАВАЛИЦ ТАТЬЯНА ФЕДОРОВНА,3242,Свободный,проезд,Проектируемый 890-й
ЦАРУК НАДЕЖДА ЛЕОНИДОВНА,3243,Серышево,проезд,Проектируемый 951-й
ЧЕНЕНОВА ЕЛЕНА МИХАЙЛОВНА,3244,Сковородино,ул,Прокатная
ЧОПЕНКО АННА МИХАЙЛОВНА,3245,Стойба,аллея,Пролетарского Входа
ШАВЕРНОВ ВЛАДИМИР ИВАНОВИЧ,3246,Тамбовка,ул,Просторная
ШКОДИНА АНАСТАСИЯ ВАДИМОВНА,3247,Тында,ул,Прядильная 1-я
АЛЕКСЮК ЛЮДМИЛА ИЛЬИНИЧНА,3248,Шимановск,ул,Прядильная 2-я
АБУБИКЕРОВ РУСЛАН ИСМАИЛОВИЧ,3249,Экимчан,ул,Прядильная 3-я
БЫЛИЦА МЕФОДИЙ НИКОЛАЕВИЧ,3250,Ядрино,ул,Пугачевская 1-я
БОЦМАН ВИКТОР МИХАЙЛОВИЧ,3252,Амдерма,ул,Пугачевская 2-я
БОЖЕСКУЛ МИХАИЛ ПЕТРОВИЧ,3253,Архангельск,аллея,Рассветная
БЛАЖКО НИКОЛАЙ ИОСИПОВИЧ,3254,Березник,ул,Реутовская
ВЫСТОРОП ВАЛЕНТИНА АНДРЕЕВНА,3255,Вельск,ул,Розы Люксембург
ВОЛОХА СЕРГЕЙ ОЛЕГОВИЧ,3256,Верхняя Тойма,проезд,Ростокинский
ЯПИН ВЛАДИМИР ПАВЛОВИЧ,3257,Волошка,ул,Рубцовско-Дворцовая
ВАСИЛЬЕВ СЕРГЕЙ АЛЕКСАНДРОВИЧ,3258,Вычегодский,ул,Рудневка
ГУЧОК ИВАН СТЕПАНОВИЧ,3259,Емца,наб,Русаковская
ГРИГОРЬЕВ РОМАН АНАТОЛЬЕВИЧ,3260,Илеза,ул,Русаковская
ГОРДИЕНКО ОЛЕСЯ ПАВЛОВНА,3261,Ильинско-Подомское,ул,Рыбинская 1-я
ГОДУНКО ПЕТР АЛЕКСАНДРОВИЧ,3262,Каргополь,ул,Рыбинская 2-я
ДУХОТА ЕВГЕНИЙ ЮРЬЕВИЧ,3263,Карпогоры,ул,Рыбинская 3-я
ДРЫГА ВАЛЕНТИНА ГЕОРГИЕВНА,3264,Кодино,пер,Рыбинский
ДОВГАЛЬ АНТОНИНА ИВАНОВНА,3265,Коноша,ул,Салтыковская
ДАШУНИН АЛЕКСАНДР ИГОРЕВИЧ,3266,Коряжма,проезд,Саперный
ЕФИМЧУК ПЕТР ПАВЛОВИЧ,3267,Котлас,ул,Сахалинская
ЖУРБА НИКОЛАЙ ФЕДОРОВИЧ,3268,Красноборск,ул,Саянская
ЗЮЗИН АЛЕКСАНДР ПАНТЕЛЕЕВИЧ,3269,Лешуконское,пр-кт,Свободный
ЗАРАЩАК СТЕПАН ГЕРАСИМОВИЧ,3270,Мезень,ул,Святоозерская
ЗАГОН ВЛАДИМИР ФЕДОРОВИЧ,1924171,Мирный,пл,Семеновская
ИЛЬЮХИНА ТАТЬЯНА МАРКОВНА,3271,Нарьян-Мар,ул,Семеновская Б.
ИВАНЫШИН ЛУКА ИВАНОВИЧ,3272,Новодвинск,ул,Семеновская М.
КЫРЫК ПЕТР ИОСИФОВИЧ,3273,Няндома,пер,Семеновский
КУРАНОВ АЛЕКСЕЙ МИХАЙЛОВИЧ,3274,Онега,проезд,Семеновский
КРАСНАЯ ЕЛЕНА АЛЕКСЕЕВНА,3275,Пинега,ул,Семеновский Вал
КОРОБКО АЛЕКСАНДР ПАВЛОВИЧ,3276,Плесецк,б-р,Сиреневый
ЛЯХОВСКИЙ РУСЛАН ВЛАДИМИРОВИЧ,3277,Северодвинск,ул,Снайперская
ЛОГВИНЕНКО ВЛАДИМИР АЛЕКСЕЕВИЧ,3278,Сольвычегодск,ул,Советская
ЛИМАРОВ АЛЕКСАНДР АЛЕКСЕЕВИЧ,3279,Холмогоры,ул,Соколиной Горы 10-я
МУХАРТОВ РОМАН НИКОЛАЕВИЧ,3280,Шенкурск,ул,Соколиной Горы 3-я
МОСКАЛИК АДАМ ПАВЛОВИЧ,3281,Яренск,ул,Соколиной Горы 5-я
МИХАЙЛОВ НИКОЛАЙ ПАВЛОВИЧ,3283,Астрахань,ул,Соколиной Горы 8-я
МЕЖГОРОДСКАЯ СВЕТЛАНА СЕРГЕЕВНА,3284,Ахтубинск,ул,Соколиной Горы 9-я
НОВИЦКИЙ ВИКТОР ИВАНОВИЧ,3285,Верхний Баскунчак,пл,Сокольническая
НЕМЕЦ ВИТАЛИЙ ВЛАДИМИРОВИЧ,3286,Володарский,ул,Сокольническая 1-я
ОХРИМЕНКО ВЛАДИМИР ИВАНОВИЧ,3287,Енотаевка,ул,Сокольническая 2-я
ПУПКО НИНА ЮРЬЕВНА,3288,Икряное,ул,Сокольническая 3-я
ПОПКОВ АНДРЕЙ АНАТОЛЬЕВИЧ,3289,Камызяк,ул,Сокольническая 4-я
ПЛАТОНОВ ВИКТОР МИХАЙЛОВИЧ,3290,Капустин Яр,ул,Сокольническая 5-я
ПИЛИПЕНКО МИХАИЛ ГАВРИЛОВИЧ,3291,Красный Яр,ул,Сокольническая Слободка
